l1i_size,l1d_size,l1_assoc,l2_size,l2_assoc,line_size,$_cost,misc_cost,total_cost,cpi,CPIvsCOST_weighted
8.0,8.0,1.0,128.0,1.0,64.0,260.25,0.0,260.25,1.0894053278211893,52.92152426225696
2.0,4.0,8.0,8.0,8.0,16.0,90.0,1.6640000000000001,91.664,2.6752368606495263,20.14018948851962
16.0,16.0,8.0,512.0,2.0,128.0,800.5,5.12,805.62,1.0097363439805274,160.90778907518444
8.0,1.0,4.0,128.0,4.0,64.0,217.0,2.176,219.176,1.0597062638805874,44.24776501110448
1.0,1.0,4.0,16.0,4.0,64.0,49.0,0.384,49.384,1.2648307514703385,10.811864601176271
32.0,4.0,2.0,512.0,8.0,16.0,810.0,45.056000000000004,855.056,1.0811573438376854,162.86492587507016
1.0,1.0,4.0,4.0,4.0,32.0,37.0,0.5760000000000001,37.576,2.43569010112862,9.348552080902897
8.0,8.0,1.0,16.0,4.0,64.0,149.0,0.128,149.128,1.196501487606997,30.7572011900856
16.0,16.0,4.0,64.0,2.0,16.0,336.5,20.48,356.98,1.009110264,68.1072882112
16.0,16.0,4.0,512.0,4.0,16.0,785.0,32.768,817.768,1.009108824,157.8072870592
16.0,16.0,2.0,512.0,8.0,512.0,778.0,1.28,779.28,1.0048242959903515,156.40385943679232
64.0,64.0,2.0,128.0,8.0,128.0,1162.0,16.64,1178.64,1.0001082399997836,233.20008659199982
32.0,2.0,2.0,512.0,8.0,128.0,794.0,5.376,799.376,1.0783493678433014,159.66267949427464
1.0,1.0,4.0,4.0,4.0,64.0,37.0,0.28800000000000003,37.288,2.185103869629792,9.148083095703834
16.0,16.0,1.0,256.0,1.0,16.0,516.25,0.0,516.25,1.009945256,104.0579562048
16.0,16.0,4.0,64.0,8.0,16.0,338.0,17.408,355.408,1.009108824,68.4072870592
16.0,16.0,8.0,128.0,2.0,512.0,416.5,0.512,417.012,1.0093113759813772,84.10744910078512
8.0,8.0,1.0,1024.0,1.0,32.0,1156.25,0.0,1156.25,1.0913022478173955,232.12304179825392
16.0,16.0,1.0,64.0,4.0,16.0,325.0,2.048,327.048,1.009943336,65.8079546688
2.0,32.0,2.0,512.0,2.0,16.0,792.5,67.584,860.0840000000001,1.005071983989856,159.3040575871919
32.0,32.0,8.0,512.0,8.0,128.0,1058.0,3.072,1061.072,1.0001082079997836,212.40008656639986
2.0,32.0,2.0,512.0,2.0,128.0,792.5,8.448,800.948,1.0010475839979047,159.30083806719833
2.0,2.0,2.0,8.0,2.0,16.0,48.5,4.6080000000000005,53.108000000000004,2.6715652366568694,11.837252189325497
1.0,1.0,1.0,1024.0,4.0,32.0,1045.0,16.384,1061.384,1.1798523836402952,209.94388190691222
16.0,64.0,2.0,128.0,2.0,512.0,776.5,2.816,779.316,1.0001435359997128,156.10011482879978
1.0,8.0,4.0,1024.0,4.0,32.0,1113.0,18.688000000000002,1131.688,1.06944499186111,223.4555559934889
8.0,1.0,1.0,128.0,1.0,64.0,204.25,0.0,204.25,1.2059074235881853,41.81472593887055
8.0,8.0,1.0,128.0,4.0,32.0,261.0,2.048,263.048,1.0913022478173955,53.07304179825392
16.0,16.0,2.0,128.0,1.0,16.0,392.25,32.768,425.01800000000003,1.008097944,79.2564783552
1.0,8.0,4.0,16.0,1.0,64.0,104.25,1.1520000000000001,105.402,1.1373342237253317,21.759867378980267
32.0,4.0,8.0,512.0,2.0,128.0,832.5,5.248,837.748,1.0436458959127082,167.33491671673016
1.0,8.0,1.0,16.0,1.0,32.0,92.25,0.0,92.25,1.2339713835320572,19.437177106825644
2.0,2.0,2.0,512.0,8.0,16.0,554.0,12.288,566.288,1.089103959821792,111.67128316785744
32.0,2.0,2.0,512.0,2.0,128.0,792.5,8.448,800.948,1.0783493678433014,159.36267949427463
128.0,128.0,4.0,1024.0,4.0,32.0,3089.0,81.92,3170.92,1.000323063999354,618.6002584511996
1.0,1.0,4.0,128.0,1.0,32.0,160.25,0.512,160.762,1.0739176238521648,32.90913409908173
4.0,32.0,8.0,512.0,8.0,16.0,834.0,17.408,851.408,1.0034081999931836,167.60272655999455
8.0,1.0,1.0,1024.0,1.0,32.0,1100.25,0.0,1100.25,1.1779656476440687,220.99237251811527
8.0,1.0,4.0,16.0,4.0,32.0,105.0,2.5600000000000005,107.56,1.1888133116223734,21.951050649297898
1.0,1.0,1.0,128.0,1.0,32.0,148.25,0.0,148.25,1.179986943640026,30.593989554912024
1.0,8.0,4.0,16.0,1.0,32.0,104.25,2.3040000000000003,106.554,1.2032168315935663,21.812573465274856
8.0,1.0,1.0,16.0,1.0,64.0,92.25,0.0,92.25,1.339527423320945,19.521621938656754
1.0,1.0,1.0,1024.0,1.0,64.0,1044.25,0.0,1044.25,1.2069917995860164,209.81559343966885
4.0,4.0,2.0,8.0,2.0,128.0,80.5,1.088,81.588,2.0847757898304486,17.76782063186436
2.0,32.0,8.0,512.0,8.0,128.0,818.0,2.112,820.112,1.0008898319982202,164.4007118655986
