l1i_size,l1d_size,l1_assoc,l2_size,l2_assoc,line_size,$_cost,misc_cost,total_cost,cpi,CPIvsCOST_weighted
8.0,8.0,4.0,16.0,1.0,32.0,160.25,4.096,164.346,3.332205712,34.715764569600005
8.0,8.0,4.0,128.0,4.0,32.0,273.0,6.144,279.144,3.329581392,57.2636651136
16.0,16.0,8.0,512.0,8.0,512.0,802.0,0.512,802.512,1.167272975665454,161.33381838053236
16.0,64.0,2.0,128.0,2.0,512.0,776.5,2.816,779.316,1.167363495665273,156.23389079653222
1.0,8.0,1.0,1024.0,4.0,32.0,1101.0,16.384,1117.384,3.333318808,222.8666550464
16.0,16.0,2.0,64.0,8.0,128.0,330.0,4.224,334.224,1.6393932147212136,67.31151457177697
16.0,64.0,2.0,128.0,2.0,128.0,776.5,11.264,787.764,1.6393535587212928,156.61148284697705
4.0,4.0,2.0,512.0,2.0,16.0,584.5,40.96,625.46,5.588376912,121.37070152960001
1.0,8.0,1.0,1024.0,1.0,64.0,1100.25,0.0,1100.25,2.215800544,221.82264043520001
4.0,2.0,2.0,8.0,2.0,16.0,64.5,6.656000000000001,71.156,5.604424536,17.3835396288
32.0,2.0,8.0,512.0,2.0,128.0,816.5,5.184,821.684,1.63884516,164.611076128
2.0,4.0,8.0,512.0,2.0,128.0,592.5,4.288,596.788,1.638851448,119.8110811584
1.0,1.0,1.0,4.0,4.0,64.0,25.0,0.032,25.032,3.090246168,7.4721969344
1.0,8.0,4.0,16.0,4.0,32.0,105.0,2.5600000000000005,107.56,3.33235184,23.665881472
64.0,16.0,2.0,512.0,8.0,128.0,1162.0,11.264,1173.264,1.6386499027227002,233.71091992217816
8.0,8.0,4.0,16.0,4.0,32.0,161.0,4.352,165.352,3.332227472,34.8657819776
4.0,32.0,2.0,512.0,2.0,128.0,808.5,8.704,817.204,1.6388551439999999,163.01108411520002
1.0,8.0,1.0,16.0,4.0,64.0,93.0,0.128,93.128,2.2179826240000002,20.374386099200002
4.0,4.0,8.0,8.0,2.0,16.0,104.5,2.56,107.06,5.584491648,25.367593318400004
1.0,1.0,4.0,128.0,4.0,32.0,161.0,2.56,163.56,3.329686328,34.863749062400004
4.0,32.0,8.0,512.0,2.0,16.0,832.5,41.984,874.484,5.578234056,170.9625872448
4.0,4.0,8.0,512.0,2.0,128.0,608.5,4.352,612.852,1.6388483919999999,123.0110787136
1.0,1.0,8.0,2.0,16.0,128.0,54.0,0.066,54.066,1.6625312,12.13002496
8.0,1.0,4.0,16.0,1.0,32.0,104.25,2.3040000000000003,106.554,3.332185,23.515748000000002
8.0,1.0,1.0,16.0,1.0,32.0,92.25,0.0,92.25,4.233984392,21.8371875136
2.0,4.0,8.0,8.0,2.0,128.0,88.5,0.256,88.756,1.639514488,19.0116115904
16.0,16.0,2.0,128.0,8.0,512.0,394.0,1.088,395.088,1.1674900236650199,79.73399201893203
1.0,8.0,4.0,1024.0,1.0,32.0,1112.25,2.3040000000000003,1114.554,3.3274992,225.11199936000003
8.0,1.0,4.0,128.0,4.0,32.0,217.0,4.352,221.352,3.32960932,46.063687456000004
16.0,16.0,1.0,128.0,8.0,16.0,390.0,2.048,392.048,5.583102736,82.4664821888
2.0,4.0,2.0,512.0,2.0,128.0,568.5,4.864,573.364,1.715093344,115.0720746752
2.0,4.0,2.0,512.0,8.0,128.0,570.0,1.792,571.792,1.714879104,115.3719032832
16.0,16.0,1.0,64.0,2.0,64.0,324.5,1.024,325.524,6.47032967032967,70.07626373626374
16.0,16.0,1.0,256.0,8.0,16.0,518.0,4.096,522.096,5.579855376,108.06388430080001
16.0,16.0,4.0,64.0,2.0,16.0,336.5,20.48,356.98,16.176703296703295,80.24136263736264
16.0,16.0,4.0,64.0,1.0,16.0,336.25,16.384,352.634,16.185494505494503,80.1983956043956
2.0,4.0,8.0,8.0,2.0,16.0,88.5,2.048,90.548,5.584510056,22.167608044799998
1.0,1.0,4.0,1024.0,1.0,64.0,1056.25,0.256,1056.506,2.201640248,213.0113121984
4.0,2.0,8.0,512.0,2.0,16.0,592.5,34.304,626.804,5.578593512,122.9628748096
64.0,16.0,2.0,512.0,2.0,128.0,1160.5,14.336,1174.836,1.6388487827223024,233.41107902617787
2.0,2.0,2.0,512.0,2.0,128.0,552.5,4.6080000000000005,557.108,1.794516408,111.9356131264
1.0,1.0,1.0,128.0,1.0,32.0,148.25,0.0,148.25,4.186761808,32.9994094464
1.0,1.0,1.0,16.0,1.0,32.0,36.25,0.0,36.25,4.234209328,10.6373674624
128.0,128.0,1.0,1024.0,4.0,32.0,3077.0,16.384,3093.384,3.327100064,618.0616800512001
16.0,16.0,4.0,256.0,2.0,16.0,528.5,32.768,561.268,16.176703296703295,118.64136263736265
2.0,32.0,8.0,512.0,2.0,128.0,816.5,5.184,821.684,1.638846432,164.6110771456
2.0,4.0,2.0,8.0,8.0,128.0,66.0,0.784,66.784,1.716012864,14.572810291200001
16.0,64.0,8.0,128.0,8.0,128.0,802.0,2.816,804.816,1.6393332227213335,161.71146657817707
1.0,1.0,4.0,4.0,1.0,64.0,36.25,0.256,36.506,2.204421528,9.0135372224
16.0,16.0,1.0,256.0,2.0,64.0,516.5,4.096,520.596,6.452747252747253,108.4621978021978
16.0,64.0,2.0,512.0,8.0,512.0,1162.0,2.816,1164.816,1.1664063570232852,233.33312508561863
1.0,1.0,1.0,1024.0,4.0,32.0,1045.0,16.384,1061.384,4.176985168,212.3415881344
2.0,2.0,2.0,8.0,2.0,128.0,48.5,0.5760000000000001,49.076,1.796674168,11.137339334400002
16.0,16.0,8.0,128.0,8.0,128.0,418.0,1.28,419.28,1.639318406721363,84.9114547253771
1.0,1.0,4.0,16.0,4.0,32.0,49.0,0.768,49.768,3.332369208,12.465895366400002
1.0,8.0,4.0,128.0,1.0,32.0,216.25,2.3040000000000003,218.554,3.33052624,45.914420992000004
16.0,16.0,4.0,1024.0,1.0,16.0,1296.25,16.384,1312.634,16.176703296703295,272.19136263736266
32.0,4.0,2.0,512.0,2.0,16.0,808.5,69.632,878.1320000000001,5.588359328,166.17068746240002
16.0,16.0,2.0,1024.0,2.0,16.0,1288.5,98.304,1386.804,16.18725274725275,270.64980219780216
1.0,1.0,4.0,1024.0,4.0,64.0,1057.0,8.448,1065.448,2.201042808,213.16083424640001
8.0,8.0,4.0,1024.0,4.0,32.0,1169.0,20.48,1189.48,3.326851152,236.4614809216
4.0,4.0,8.0,8.0,2.0,128.0,104.5,0.32,104.82,1.6395008720000002,22.2116006976
8.0,128.0,4.0,1024.0,4.0,32.0,2129.0,51.2,2180.2,3.326726776,428.4613814208
128.0,128.0,4.0,1024.0,4.0,32.0,3089.0,81.92,3170.92,3.326723072,620.4613784576001
